Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
12-10-2009,WIPRO,EQ,551.6,556,575.9,553.2,574.2,573.5,565.8,1087669,6.15401E+13,,418632,0.3849
14-10-2009,WIPRO,EQ,573.5,575.25,588,575.25,580,581.7,582.48,975974,5.6849E+13,,433687,0.4444
15-10-2009,WIPRO,EQ,581.7,585.05,588.2,566.1,577,574.95,574.05,764927,4.39103E+13,,364191,0.4761
16-10-2009,WIPRO,EQ,574.95,577.25,584.8,570,573.5,572.4,575.31,1052944,6.05771E+13,,494265,0.4694
17-10-2009,WIPRO,EQ,572.4,577,580.9,571.15,573.8,573.75,574.33,77209,4.43433E+12,,34800,0.4507
20-10-2009,WIPRO,EQ,573.75,580.65,597.15,577.1,585.5,584,588.28,1104890,6.49984E+13,,518709,0.4695
21-10-2009,WIPRO,EQ,584,585,599.5,585,585.2,586.55,592.08,1141855,6.76072E+13,,440534,0.3858
22-10-2009,WIPRO,EQ,586.55,588,594.65,572.35,578.5,577.05,582.11,1018766,5.93031E+13,,552209,0.542
23-10-2009,WIPRO,EQ,577.05,587,594.45,580.1,590,588.8,588.62,919198,5.41055E+13,,382060,0.4156
26-10-2009,WIPRO,EQ,588.8,590,601,589,590,591.4,594.93,1078846,6.41833E+13,,473374,0.4388
27-10-2009,WIPRO,EQ,591.4,607.2,618,595,604.65,605.65,610.14,3050281,1.86111E+14,,1349791,0.4425
28-10-2009,WIPRO,EQ,605.65,612.3,629.5,603,626.8,625.7,620.52,2117181,1.31376E+14,,848012,0.4005
29-10-2009,WIPRO,EQ,625.7,617.7,632,614.1,623,624.5,625.31,1986659,1.24228E+14,,838728,0.4222
30-10-2009,WIPRO,EQ,624.5,632,639.4,595.25,609.7,605.9,614.34,2572287,1.58026E+14,,1420031,0.552
03-11-2009,WIPRO,EQ,605.9,603,609.9,575.1,576,581.4,592.49,1536646,9.10452E+13,,685871,0.4463
04-11-2009,WIPRO,EQ,581.4,582,606,581.85,597,597.65,595.66,1025701,6.10966E+13,,419997,0.4095
05-11-2009,WIPRO,EQ,597.65,596.95,603.75,578.1,601,599.9,587.63,897597,5.27456E+13,,269079,0.2998
06-11-2009,WIPRO,EQ,599.9,605,612,595.15,598.55,598.45,602.68,1029985,6.20749E+13,,272728,0.2648
09-11-2009,WIPRO,EQ,598.45,600,605.5,595.1,602.5,603.1,600.82,669028,4.01964E+13,,241032,0.3603
10-11-2009,WIPRO,EQ,603.1,609,611.5,590.15,592.5,593.7,603.09,1079504,6.51043E+13,,583456,0.5405
11-11-2009,WIPRO,EQ,593.7,598,619.7,596.5,615,616.65,613.14,1190820,7.30135E+13,,562388,0.4723
12-11-2009,WIPRO,EQ,616.65,617,630.8,615.6,627,624.5,625.01,1928182,1.20514E+14,,858926,0.4455
13-11-2009,WIPRO,EQ,624.5,627,635.4,621,633.05,632.9,631.22,802103,5.06303E+13,,177586,0.2214
16-11-2009,WIPRO,EQ,632.9,630,642,626,640,637.7,632.42,720934,4.55934E+13,,283644,0.3934
17-11-2009,WIPRO,EQ,637.7,637.7,649.8,635.2,640.85,642.5,645.26,1208218,7.79616E+13,,577269,0.4778
18-11-2009,WIPRO,EQ,642.5,641,659.4,641,643,644.6,651.82,1368121,8.91774E+13,,624569,0.4565
19-11-2009,WIPRO,EQ,644.6,644,654.4,640.25,644.2,646.15,646.79,1087495,7.03383E+13,,564324,0.5189
20-11-2009,WIPRO,EQ,646.15,641,652.8,630.05,652.55,649.05,640.47,1157050,7.4106E+13,,499739,0.4319
23-11-2009,WIPRO,EQ,649.05,646.15,664.7,644,644.4,644.9,648.46,804523,5.21698E+13,,397371,0.4939
24-11-2009,WIPRO,EQ,644.9,647,654.85,643,643.55,647.15,648.17,680376,4.41E+13,,211961,0.3115
25-11-2009,WIPRO,EQ,647.15,643,654.65,643,647.8,645.5,649.05,968966,6.28909E+13,,384413,0.3967
26-11-2009,WIPRO,EQ,645.5,647.1,655.4,625,631.2,629.3,639.31,1377511,8.80652E+13,,734230,0.533
27-11-2009,WIPRO,EQ,629.3,632,642,610.05,618.3,622.6,622.93,1272966,7.92969E+13,,570539,0.4482
30-11-2009,WIPRO,EQ,622.6,631.8,639,626,630.55,629.05,631.26,1144521,7.22494E+13,,594230,0.5192
01-12-2009,WIPRO,EQ,629.05,631.25,640.7,631.25,640.2,638.15,636.37,854618,5.43856E+13,,502105,0.5875
02-12-2009,WIPRO,EQ,638.15,642,642,630,634,633,633.82,781179,4.95125E+13,,445676,0.5705
03-12-2009,WIPRO,EQ,633,636,649.7,636,640,640.7,643.4,615238,3.95845E+13,,192982,0.3137
04-12-2009,WIPRO,EQ,640.7,639.7,656,636,641,637.9,646.72,1284457,8.3068E+13,,572412,0.4456
07-12-2009,WIPRO,EQ,637.9,640,647,634.6,635,637.85,640.48,612628,3.92377E+13,,283122,0.4621
08-12-2009,WIPRO,EQ,637.85,639.7,650.95,635,645.3,647.55,643.58,816974,5.25791E+13,,366085,0.4481
09-12-2009,WIPRO,EQ,647.55,643,659,643,658.55,654.65,653.99,1361389,8.90332E+13,,720090,0.5289
10-12-2009,WIPRO,EQ,654.65,655,659.5,646,646.25,648.4,651.68,672912,4.38526E+13,,302046,0.4489
11-12-2009,WIPRO,EQ,648.4,653,658.45,642.25,644,644.4,650.29,955609,6.21419E+13,,482936,0.5054
14-12-2009,WIPRO,EQ,644.4,645.5,661.3,644.5,658.3,658.55,655.02,1036854,6.79159E+13,,675075,0.6511
15-12-2009,WIPRO,EQ,658.55,659,663.7,653.85,659.1,659.1,659.62,1216805,8.0263E+13,,740065,0.6082
16-12-2009,WIPRO,EQ,659.1,658.9,675,658,672.5,671.05,667.62,1542670,1.02992E+14,,908160,0.5887
17-12-2009,WIPRO,EQ,671.05,676,685.9,668.5,670.4,671.6,677.84,1613101,1.09342E+14,,825932,0.512
18-12-2009,WIPRO,EQ,671.6,674,694.55,671,673.1,674.7,685.36,2958759,2.02782E+14,,1749081,0.5912
21-12-2009,WIPRO,EQ,674.7,679.9,692,675.1,678,677.35,684.1,2140658,1.46442E+14,,1250826,0.5843
22-12-2009,WIPRO,EQ,677.35,680.25,689.8,669,681,678.7,676.61,1101914,7.45566E+13,,510588,0.4634
23-12-2009,WIPRO,EQ,678.7,685,695,679,692.7,693.5,690.06,1470196,1.01452E+14,,858638,0.584
24-12-2009,WIPRO,EQ,693.5,695,699.9,690.05,691.5,694.4,694.3,1021398,7.09158E+13,,588932,0.5766
29-12-2009,WIPRO,EQ,694.4,695,696.95,677.35,683,681.1,683.3,1297848,8.86816E+13,,717511,0.5528
30-12-2009,WIPRO,EQ,681.1,677.1,689.15,677.1,680.1,681.35,683.81,863494,5.9047E+13,,524276,0.6072
31-12-2009,WIPRO,EQ,681.35,680,688.65,676.7,681.15,680,682.1,1411128,9.62533E+13,,817879,0.5796
04-01-2010,WIPRO,EQ,680,685,697,675.95,696.35,693.8,691.08,767166,5.30177E+13,,433411,0.565
05-01-2010,WIPRO,EQ,693.8,696.3,708,693.55,707.85,704.75,699.33,1120433,7.83549E+13,,706061,0.6302
06-01-2010,WIPRO,EQ,704.75,706,710,687,693,690.5,693.46,1029382,7.13837E+13,,590142,0.5733
07-01-2010,WIPRO,EQ,690.5,695,695.5,675,678,678.25,679.45,1031096,7.00577E+13,,572349,0.5551
08-01-2010,WIPRO,EQ,678.25,679,680,666,666.4,668.05,669.69,642789,4.30471E+13,,270355,0.4206
11-01-2010,WIPRO,EQ,668.05,667,681.1,656.25,664,661.4,666.18,1277525,8.51066E+13,,747333,0.585
12-01-2010,WIPRO,EQ,661.4,672,703.8,672,693,693.8,691.85,2338854,1.61813E+14,,862266,0.3687
13-01-2010,WIPRO,EQ,693.8,696.95,720,688.45,718.1,715.6,708.89,2538808,1.79974E+14,,925003,0.3643
14-01-2010,WIPRO,EQ,715.6,719.8,752.7,708.2,736,741.1,734.86,4383044,3.22092E+14,,1916375,0.4372
15-01-2010,WIPRO,EQ,741.1,723,746.6,722,738,735.9,737.07,3302495,2.43416E+14,,1365522,0.4135
18-01-2010,WIPRO,EQ,735.9,735,751.2,730.1,749,747.5,742.68,1799851,1.33671E+14,,992892,0.5517
19-01-2010,WIPRO,EQ,747.5,755.85,755.85,730.1,741.5,738.95,738.77,922176,6.81279E+13,,417446,0.4527
20-01-2010,WIPRO,EQ,738.95,750,750,721.55,726.5,726.55,732.55,2344389,1.71739E+14,,916046,0.3907
21-01-2010,WIPRO,EQ,726.55,728,739,706.1,708.8,709.45,724.77,1928658,1.39783E+14,,1005580,0.5214
22-01-2010,WIPRO,EQ,709.45,700,715,695.55,698.75,700.05,701.42,1717686,1.20482E+14,,961528,0.5598
25-01-2010,WIPRO,EQ,700.05,695,704,685.8,691,695.1,695.31,898483,6.24723E+13,,410597,0.457
27-01-2010,WIPRO,EQ,695.1,690,690.2,650.25,655,655.4,668.45,1848422,1.23557E+14,,1067820,0.5777
28-01-2010,WIPRO,EQ,655.4,674,688.8,655.5,673.75,673.45,670.54,1531589,1.02699E+14,,844078,0.5511
29-01-2010,WIPRO,EQ,673.45,665,666,631.5,652,647.95,645.26,2210514,1.42636E+14,,1285846,0.5817
01-02-2010,WIPRO,EQ,647.95,643.75,674.7,633.1,673.85,668.3,654.97,1224195,8.01811E+13,,525057,0.4289
02-02-2010,WIPRO,EQ,668.3,688,694,651,652.5,653.2,665.83,936220,6.23359E+13,,402351,0.4298
03-02-2010,WIPRO,EQ,653.2,655.1,673.9,653,672,671.65,665.98,769763,5.12644E+13,,289406,0.376
04-02-2010,WIPRO,EQ,671.65,666,671.5,651,656.1,655.2,657.71,739314,4.86252E+13,,331693,0.4486
05-02-2010,WIPRO,EQ,655.2,635.1,654.05,635.1,642,644.05,645.14,1420319,9.16309E+13,,749400,0.5276
06-02-2010,WIPRO,EQ,644.05,640,653,640,648.1,648.1,647.53,54556,3.53268E+12,,11092,0.2033
08-02-2010,WIPRO,EQ,648.1,643.5,650,630.15,639.25,636.2,638.81,1066849,6.81518E+13,,505512,0.4738
09-02-2010,WIPRO,EQ,636.2,632,658.3,632,654.9,654.3,650.34,999924,6.50289E+13,,381316,0.3813
10-02-2010,WIPRO,EQ,654.3,660,664,644.35,649,647.7,650.88,769139,5.00613E+13,,294584,0.383
11-02-2010,WIPRO,EQ,647.7,653.35,662.25,650,656.1,655.7,657.45,479044,3.14947E+13,,127335,0.2658
15-02-2010,WIPRO,EQ,655.7,654,666,654,658.7,659.9,660.92,627911,4.14997E+13,,256923,0.4092
16-02-2010,WIPRO,EQ,659.9,661,670.5,654.25,670,669.95,666.23,640257,4.2656E+13,,242631,0.379
17-02-2010,WIPRO,EQ,669.95,680,680,662.05,671,671.4,670.57,831526,5.57593E+13,,364163,0.4379
18-02-2010,WIPRO,EQ,671.4,675,677,664.1,664.5,667.9,669.47,486424,3.25648E+13,,174970,0.3597
19-02-2010,WIPRO,EQ,667.9,662,672.5,658,663,665.8,667.64,1440901,9.6201E+13,,976311,0.6776
22-02-2010,WIPRO,EQ,665.8,667,680.5,665.2,666.9,668.15,673.54,443931,2.99004E+13,,148754,0.3351
23-02-2010,WIPRO,EQ,668.15,666.9,679.2,661,678,676.35,674.82,553498,3.73512E+13,,271081,0.4898
24-02-2010,WIPRO,EQ,676.35,678,680.95,668.75,675.55,672.2,675.37,816936,5.51736E+13,,421782,0.5163
25-02-2010,WIPRO,EQ,672.2,677,682,665.15,670.25,669.4,671.36,960636,6.44935E+13,,576343,0.6
26-02-2010,WIPRO,EQ,669.4,671.1,688.1,665,673.35,677.5,676.4,730767,4.94288E+13,,205260,0.2809
02-03-2010,WIPRO,EQ,677.5,675,703,675,702.3,701.25,693.07,1071441,7.42582E+13,,652472,0.609
03-03-2010,WIPRO,EQ,701.25,705,708,692.35,698.25,698.5,698.51,847091,5.91698E+13,,524178,0.6188
04-03-2010,WIPRO,EQ,698.5,697.5,700.7,689.5,695.15,693.75,693.68,938007,6.50679E+13,,560036,0.597
05-03-2010,WIPRO,EQ,693.75,695,701,683.05,684,685.85,690.13,647301,4.46719E+13,,353743,0.5465
08-03-2010,WIPRO,EQ,685.85,687,704.65,685.85,698,697.7,698.19,828407,5.78389E+13,,424090,0.5119
09-03-2010,WIPRO,EQ,697.7,702,712.5,700,700.25,702.05,707.4,742189,5.25026E+13,,179562,0.2419
10-03-2010,WIPRO,EQ,702.05,702,707.9,693.6,695.1,696.3,700.51,526087,3.68531E+13,,226321,0.4302
11-03-2010,WIPRO,EQ,696.3,702,714,699,712.5,709.4,703.99,1126965,7.93376E+13,,664489,0.5896
12-03-2010,WIPRO,EQ,709.4,714.8,716.9,707.4,711.05,710.05,710.1,957997,6.80277E+13,,557049,0.5815
15-03-2010,WIPRO,EQ,710.05,715,731,708,730,728.65,723.44,1340014,9.69418E+13,,632096,0.4717
16-03-2010,WIPRO,EQ,728.65,731,735.05,722.25,727,727.7,726.59,777028,5.64579E+13,,277604,0.3573
17-03-2010,WIPRO,EQ,727.7,734,742,729.9,739.95,739.1,737.53,678102,5.0012E+13,,251322,0.3706
18-03-2010,WIPRO,EQ,739.1,745,750,724.2,727.5,728.95,730.09,546634,3.99091E+13,,207005,0.3787
19-03-2010,WIPRO,EQ,728.95,731.9,736.1,724.1,725.35,726.5,728.49,532244,3.87733E+13,,256137,0.4812
22-03-2010,WIPRO,EQ,726.5,719.7,734.3,715,726.5,728,729.96,503196,3.67315E+13,,197689,0.3929
23-03-2010,WIPRO,EQ,728,720,734.9,718.15,720,720.25,723.7,598038,4.328E+13,,342497,0.5727
25-03-2010,WIPRO,EQ,720.25,715,725,710,721,719.15,717.42,1055224,7.5704E+13,,564756,0.5352
26-03-2010,WIPRO,EQ,719.15,726,729.15,712.25,716.5,717.5,718.53,602528,4.32933E+13,,315495,0.5236
29-03-2010,WIPRO,EQ,717.5,718,723,709.5,718,715.6,713.68,658065,4.69645E+13,,368291,0.5597
30-03-2010,WIPRO,EQ,715.6,710,719,695.35,697.5,701.6,708.77,1657965,1.17512E+14,,1265170,0.7631
31-03-2010,WIPRO,EQ,701.6,702,709.9,699.4,706.85,706.95,706.65,1780851,1.25843E+14,,1450727,0.8146
01-04-2010,WIPRO,EQ,706.95,711,725.5,708,720,721.35,720.34,642890,4.63102E+13,,304684,0.4739
05-04-2010,WIPRO,EQ,721.35,723,726.8,713.05,723.1,722.15,718.29,390240,2.80304E+13,,135890,0.3482
06-04-2010,WIPRO,EQ,722.15,725,726,710.35,716,715.2,713.83,461997,3.29788E+13,,224342,0.4856
07-04-2010,WIPRO,EQ,715.2,720,720,707,715,714.75,711.24,800067,5.69037E+13,,543608,0.6795
08-04-2010,WIPRO,EQ,714.75,715,724.9,710,715.4,716.75,718.01,627844,4.50799E+13,,270286,0.4305
09-04-2010,WIPRO,EQ,716.75,718,722.05,708.2,709,710.55,714.51,1024411,7.31955E+13,,498479,0.4866
12-04-2010,WIPRO,EQ,710.55,715,715,695.8,703,701.75,702.95,612270,4.30394E+13,,237893,0.3885
13-04-2010,WIPRO,EQ,701.75,702,723.5,700,718.5,719.75,716.16,1447118,1.03637E+14,,524871,0.3627
15-04-2010,WIPRO,EQ,719.75,721.7,734.4,718.65,721.05,722.15,726.23,1305928,9.484E+13,,731609,0.5602
16-04-2010,WIPRO,EQ,722.15,722.15,725.85,718,720.9,722.1,721.55,466035,3.36268E+13,,255015,0.5472
19-04-2010,WIPRO,EQ,722.1,717,719.9,701.1,703,704.1,708.12,466980,3.30678E+13,,185501,0.3972
20-04-2010,WIPRO,EQ,704.1,707,714.4,692.35,693.4,695.65,702.41,980227,6.88522E+13,,552462,0.5636
21-04-2010,WIPRO,EQ,695.65,699.5,707.6,688.1,704.2,705,700.26,726116,5.08473E+13,,170274,0.2345
22-04-2010,WIPRO,EQ,705,702.9,714.9,697.55,704,704.25,706.01,618418,4.3661E+13,,134288,0.2171
23-04-2010,WIPRO,EQ,704.25,715.25,729.5,690.1,691,691.9,706.55,4843155,3.42195E+14,,1133001,0.2339
26-04-2010,WIPRO,EQ,691.9,695,704.5,693.3,699,699.1,700.48,929794,6.51304E+13,,335116,0.3604
27-04-2010,WIPRO,EQ,699.1,705,705,694.5,697.1,698.4,697.39,884698,6.16979E+13,,538836,0.6091
28-04-2010,WIPRO,EQ,698.4,694,695,687,688.9,690.8,691.7,1742957,1.20561E+14,,1313312,0.7535
29-04-2010,WIPRO,EQ,690.8,693,693,682.15,691,689.85,687.74,1298363,8.92938E+13,,808338,0.6226
30-04-2010,WIPRO,EQ,689.85,695,695.75,670,671.3,671.5,678.82,1860347,1.26284E+14,,1180169,0.6344
03-05-2010,WIPRO,EQ,671.5,668.9,678.75,660,674.25,674.65,672.26,994782,6.68751E+13,,432935,0.4352
04-05-2010,WIPRO,EQ,674.65,681.4,681.4,657.4,658.8,660,668.12,512859,3.42649E+13,,199822,0.3896
05-05-2010,WIPRO,EQ,660,655,675,647.4,674,671.4,663.75,691584,4.59039E+13,,205281,0.2968
06-05-2010,WIPRO,EQ,671.4,671,685,655,659.6,659.45,661.47,623350,4.12328E+13,,289825,0.4649
07-05-2010,WIPRO,EQ,659.45,650,655,631,637.1,637.7,642.16,1061285,6.81517E+13,,622929,0.587
10-05-2010,WIPRO,EQ,637.7,649,677.5,640.15,673.65,672.3,660.06,1375078,9.07637E+13,,825856,0.6006
11-05-2010,WIPRO,EQ,672.3,676,676,657.25,668.5,668.05,664.95,629113,4.18328E+13,,237068,0.3768
12-05-2010,WIPRO,EQ,668.05,672.75,683.35,666.25,680,680.9,678.13,1111053,7.53436E+13,,485460,0.4369
13-05-2010,WIPRO,EQ,680.9,687.9,692.7,669.3,673.05,673.3,673.25,1113302,7.4953E+13,,586205,0.5265
14-05-2010,WIPRO,EQ,673.3,678.8,680,659.1,660.5,666.4,673.46,703165,4.73551E+13,,409875,0.5829
17-05-2010,WIPRO,EQ,666.4,652,660,637,646.5,645.45,642.87,1436577,9.23527E+13,,908508,0.6324
18-05-2010,WIPRO,EQ,645.45,646,665.7,641.15,658.5,659.85,658.1,1016063,6.68673E+13,,544729,0.5361
19-05-2010,WIPRO,EQ,659.85,654,655,639,649.5,649.7,647.67,1079186,6.98958E+13,,675842,0.6263
20-05-2010,WIPRO,EQ,649.7,650.2,662.8,644,655.9,654.1,655.4,1695470,1.11121E+14,,1280025,0.755
21-05-2010,WIPRO,EQ,654.1,641.5,648.2,626.4,639.4,641.7,634.57,1371804,8.70508E+13,,721624,0.526
24-05-2010,WIPRO,EQ,641.7,652,655.2,636.5,649,647.95,646.47,657406,4.24991E+13,,318382,0.4843
25-05-2010,WIPRO,EQ,647.95,645.5,645.5,628,632.7,633.65,634.87,548464,3.48206E+13,,279067,0.5088
26-05-2010,WIPRO,EQ,633.65,638.2,653,636.8,646.15,650.2,646.87,751229,4.85947E+13,,383541,0.5106
27-05-2010,WIPRO,EQ,650.2,650.2,664.7,644,658.3,657.45,654.54,1334665,8.73586E+13,,735583,0.5511
28-05-2010,WIPRO,EQ,657.45,665,666,655.2,665.1,663.8,660.93,560312,3.70328E+13,,282853,0.5048
31-05-2010,WIPRO,EQ,663.8,665.8,676.1,657.5,673.9,669.65,666.52,563801,3.75783E+13,,264838,0.4697
01-06-2010,WIPRO,EQ,669.65,673.9,674.7,655,660,658.3,662.35,412569,2.73265E+13,,164123,0.3978
02-06-2010,WIPRO,EQ,658.3,660,665.5,647,650.6,649.95,653.42,723352,4.72656E+13,,443900,0.6137
03-06-2010,WIPRO,EQ,649.95,656,663.8,653.45,654.55,655.6,657.82,606731,3.99118E+13,,324855,0.5354
04-06-2010,WIPRO,EQ,655.6,655.1,658.9,651.2,656,655.45,654.9,277429,1.81689E+13,,90192,0.3251
07-06-2010,WIPRO,EQ,655.45,621.8,659.9,621.8,651.95,652.75,647.57,1488360,9.63822E+13,,508768,0.3418
08-06-2010,WIPRO,EQ,652.75,655,659,640.5,643.1,642.35,650.06,927756,6.03099E+13,,452429,0.4877
09-06-2010,WIPRO,EQ,642.35,644.9,646,627,631.2,629.3,637.33,1331594,8.48662E+13,,816830,0.6134
10-06-2010,WIPRO,EQ,629.3,628,645,625,644.55,642.55,635.35,851283,5.40865E+13,,271826,0.3193
11-06-2010,WIPRO,EQ,642.55,650,653.95,645.1,646.25,647.4,649.31,871447,5.65841E+13,,506308,0.581
14-06-2010,WIPRO,EQ,647.4,650.05,675.9,647.4,675,674.2,665.74,1379247,9.18226E+13,,682428,0.4948
15-06-2010,WIPRO,EQ,674.2,422.4,422.4,404.1,407.45,408.2,408.6,1376335,5.62377E+13,,591014,0.4294
16-06-2010,WIPRO,EQ,408.2,410.55,414.75,405.1,409,408.8,410.66,781372,3.20881E+13,,312578,0.4
17-06-2010,WIPRO,EQ,408.8,409.6,415.9,403.2,415,413.4,408.02,950945,3.88001E+13,,547808,0.5761
18-06-2010,WIPRO,EQ,413.4,415,422,407.05,409.6,409.6,410.4,1092145,4.48213E+13,,622121,0.5696
21-06-2010,WIPRO,EQ,409.6,412,418,410.1,415.8,415.45,415.23,828089,3.43849E+13,,484679,0.5853
22-06-2010,WIPRO,EQ,415.45,415.45,415.45,399.55,408,406.4,408.63,893835,3.65249E+13,,591999,0.6623
23-06-2010,WIPRO,EQ,406.4,406,409,400.35,405,404.85,404.85,1234359,4.9973E+13,,766212,0.6207
24-06-2010,WIPRO,EQ,404.85,405.35,407.45,399,400,402.25,403.09,2493045,1.00493E+14,,1507345,0.6046
25-06-2010,WIPRO,EQ,402.25,405,405,387,392,389.3,393.23,1760460,6.92271E+13,,1023728,0.5815
28-06-2010,WIPRO,EQ,389.3,390,397,390,394.45,394.7,394.31,915436,3.60966E+13,,489105,0.5343
29-06-2010,WIPRO,EQ,394.7,395.1,397.9,386.85,390,389.65,390.88,1025809,4.00973E+13,,583531,0.5688
30-06-2010,WIPRO,EQ,389.65,380,387.65,380,385,384.5,383.48,1486477,5.70033E+13,,909374,0.6118
01-07-2010,WIPRO,EQ,384.5,384,384,372.1,374.95,375.15,377.12,1289953,4.86464E+13,,824402,0.6391
02-07-2010,WIPRO,EQ,375.15,376.15,388,372.55,385.25,385.6,381.02,2051600,7.81703E+13,,1178472,0.5744
05-07-2010,WIPRO,EQ,385.6,386,391.4,383.8,390.5,390.05,388.74,747906,2.90742E+13,,395831,0.5293
06-07-2010,WIPRO,EQ,390.05,390,398.5,384,397.9,397.35,395.09,1429192,5.64656E+13,,962148,0.6732
07-07-2010,WIPRO,EQ,397.35,398,398.7,390,394.05,393.3,393.63,701896,2.76286E+13,,328462,0.468
08-07-2010,WIPRO,EQ,393.3,398,401.9,394.25,396.1,395.4,398.15,941735,3.74948E+13,,576009,0.6116
09-07-2010,WIPRO,EQ,395.4,398,402.65,396.45,400,401.2,399.62,966488,3.86225E+13,,576698,0.5967
12-07-2010,WIPRO,EQ,401.2,403,412,401.8,411.45,409.8,405.68,1251584,5.07748E+13,,734531,0.5869
13-07-2010,WIPRO,EQ,409.8,411,416.65,400.05,404.55,403.95,403.27,2050071,8.26728E+13,,1027376,0.5011
14-07-2010,WIPRO,EQ,403.95,405,409,395,398.05,399.15,404.16,1011115,4.08656E+13,,543956,0.538
15-07-2010,WIPRO,EQ,399.15,398,403.75,397.05,402.15,402,400.82,811235,3.25156E+13,,360988,0.445
16-07-2010,WIPRO,EQ,402,403,410,398.1,402.65,402.25,403.93,1213503,4.90174E+13,,670432,0.5525
19-07-2010,WIPRO,EQ,402.25,402.5,405.9,396.65,404.25,404.25,402.71,1109484,4.46798E+13,,696689,0.6279
20-07-2010,WIPRO,EQ,404.25,405,409.5,403.1,408.8,408,407.54,1075665,4.38378E+13,,579963,0.5392
21-07-2010,WIPRO,EQ,408,410,416.85,408.3,416.4,415.05,413.47,1107015,4.57714E+13,,489011,0.4417
22-07-2010,WIPRO,EQ,415.05,417,419.8,411.15,414.65,415.4,414.88,1121581,4.65321E+13,,422815,0.377
23-07-2010,WIPRO,EQ,415.4,417.05,430.45,410.55,411.35,412.45,420.64,4543564,1.91122E+14,,1478415,0.3254
26-07-2010,WIPRO,EQ,412.45,415.1,418.1,411.65,412.1,413.45,414.34,1137196,4.7119E+13,,608052,0.5347
27-07-2010,WIPRO,EQ,413.45,414.95,419.5,414.7,418.2,418.05,417.65,1024451,4.27863E+13,,463290,0.4522
28-07-2010,WIPRO,EQ,418.05,419,420.9,412.9,414.9,414.8,416.18,513011,2.13504E+13,,188162,0.3668
29-07-2010,WIPRO,EQ,414.8,415,418.5,412.1,416.15,416.65,416.04,844624,3.51399E+13,,399925,0.4735
30-07-2010,WIPRO,EQ,416.65,415,417,408.5,412.05,412.3,412.2,789796,3.25551E+13,,353986,0.4482
02-08-2010,WIPRO,EQ,412.3,415,419,409.35,414.5,413.75,412.47,1042164,4.29866E+13,,630352,0.6048
03-08-2010,WIPRO,EQ,413.75,417,418.2,411,411.05,411.95,412.7,461968,1.90652E+13,,195471,0.4231
04-08-2010,WIPRO,EQ,411.95,413,430.5,412.35,429,428.8,423.73,2292351,9.71329E+13,,1038017,0.4528
05-08-2010,WIPRO,EQ,428.8,428.75,434.95,425.55,430.1,431.2,431.11,1665383,7.17957E+13,,632017,0.3795
06-08-2010,WIPRO,EQ,431.2,429.75,439.6,429.5,433.75,432.95,434.34,1988828,8.63827E+13,,1139687,0.573
09-08-2010,WIPRO,EQ,432.95,433,438.5,428,436.5,436.95,432.71,1381965,5.97992E+13,,808631,0.5851
10-08-2010,WIPRO,EQ,436.95,435.15,436.5,426.6,427.5,427.8,430.59,1368169,5.89126E+13,,960552,0.7021
11-08-2010,WIPRO,EQ,427.8,433,433,417.1,417.3,418.95,421.36,785888,3.31142E+13,,385216,0.4902
12-08-2010,WIPRO,EQ,418.95,417.85,417.85,407.35,411,411.65,411.23,1138385,4.68143E+13,,656099,0.5763
13-08-2010,WIPRO,EQ,411.65,413.15,421.9,412.55,415,415,416.06,731739,3.04446E+13,,348738,0.4766
16-08-2010,WIPRO,EQ,415,413.2,419,410,412.85,414.15,414.62,779561,3.23218E+13,,406945,0.522
17-08-2010,WIPRO,EQ,414.15,414,418.5,410.05,411.1,411.85,414.39,1230541,5.0992E+13,,682284,0.5545
18-08-2010,WIPRO,EQ,411.85,413.25,423.5,412.6,422.9,420.6,417.19,806474,3.36452E+13,,392242,0.4864
19-08-2010,WIPRO,EQ,420.6,422,424.5,416.05,418.5,419.55,419.9,720873,3.02695E+13,,351280,0.4873
20-08-2010,WIPRO,EQ,419.55,419.7,419.7,411,411.85,411.7,413.76,562552,2.32764E+13,,272164,0.4838
23-08-2010,WIPRO,EQ,411.7,414,415.7,411.75,412,412.95,413.78,492207,2.03667E+13,,269263,0.5471
24-08-2010,WIPRO,EQ,412.95,413,415.4,407,407.5,408.1,409.89,716477,2.93676E+13,,456396,0.637
25-08-2010,WIPRO,EQ,408.1,408,408,397.45,400,399.55,401.88,841770,3.38289E+13,,425912,0.506
26-08-2010,WIPRO,EQ,399.55,401,404.8,397.4,400,399.8,400.14,1328117,5.31437E+13,,908817,0.6843
27-08-2010,WIPRO,EQ,399.8,400,400,393.9,398,396.95,396.87,629648,2.4989E+13,,321352,0.5104
30-08-2010,WIPRO,EQ,396.95,398.15,406.7,393.05,399.8,398,396.22,997302,3.95151E+13,,608291,0.6099
31-08-2010,WIPRO,EQ,398,397.6,402,393.35,398.25,400.25,397.9,1024542,4.07669E+13,,601525,0.5871
01-09-2010,WIPRO,EQ,400.25,400.25,404.5,398.65,402.85,403.55,401.74,1944613,7.81237E+13,,1544493,0.7942
02-09-2010,WIPRO,EQ,403.55,407,407.85,401.2,403,403.45,403.95,657454,2.65579E+13,,345120,0.5249
